bucket,tokens,mean_neg_log2_p
[0-64),480000,3.6557088418910952
[64-128),480000,2.8024976395891747
[128-256),958794,2.65834513007777
[256-512),1797091,2.4613078015657397
[512-1024),3045215,2.3711563057479594
[1024+),6407315,2.243413893267703
